Plate,Measure,Row,Col_5,Col_6,Col_7,Blank,ID,Block,Sex,Diet,DOB,Regimen,Weight,Fat_Scores_Dorsal,Fat_Scores_Pelvic,days_since_1st_trt,days_since_2nd_trt,days_since_1st_D_or_A,days_since_1st_D_inj,vax_history,blank_avg,blank_sd,cutoff_new,age_lab,Env,grid,age_wild,repro,body_length_mm,ticks_total,fleas,mites,Testes,H_poly,Pinworms,Cestode,repro_bin,Col_5_bcen,Col_6_bcen,Col_7_bcen,Col_5_avg,Col_6_avg,Col_7_avg,OD_avg,OD,Fat_Scores_Sum,boost,ishigh,ismale,isrepro,isadult,islab,isvax,isHp,nHp
37,1,E,1.003,0.605,0.376,0.105,29,1,F,High,21/02/2018,SC,27.0,3.0,4,14,,14,14,D,0.107375,0.037450682,0.219727046,82,Lab,,,,,0,0,0,0.0,0,0,0,Non-Reproductive,0.895625,0.497625,0.268625,0.8826875,0.5166875,0.2856875,0.5616875,0.5616875,7.0,0,1,0,0,1,1,1,0,0
10,1,D,2.481,2.095,1.782,0.064,30,1,F,High,21/02/2018,ST,18.0,4.0,4,22,1,22,22,DD,0.07225,0.006341473,0.09127442,90,Lab,,,,,0,0,0,0.0,0,0,0,Non-Reproductive,2.40875,2.02275,1.70975,2.37925,2.03075,1.69225,2.034083333,2.034083333,8.0,1,1,0,0,1,1,1,0,0
27,1,C,2.617,2.477,2.268,0.119,30,1,F,High,21/02/2018,ST,18.0,,,35,14,35,35,DD,0.10875,0.015809129,0.156177388,103,Lab,,,,,0,0,0,0.0,0,0,0,Non-Reproductive,2.50825,2.36825,2.15925,2.558375,2.360375,2.151875,2.356875,2.356875,,1,1,0,0,1,1,1,0,0
12,1,E,1.405,0.92,0.584,0.056,31,1,F,High,20/01/2018,PC,17.5,,,35,14,14,14,AD,0.067875,0.016383245,0.117024735,135,Lab,,,,,0,0,0,0.0,0,0,0,Non-Reproductive,1.337125,0.852125,0.516125,1.347,0.8525,0.5155,0.905,0.905,,0,1,0,0,1,1,1,0,0
16,1,D,0.057,0.057,0.057,0.075,31,1,F,High,20/01/2018,PC,16.0,3.0,3,22,1,1,1,AD,0.0745,0.005042675,0.089628025,122,Lab,,,,,0,0,0,0.0,0,0,0,Non-Reproductive,-0.0175,-0.0175,-0.0175,-0.014375,-0.014875,-0.016375,-0.015208333,0.0,6.0,0,1,0,0,1,1,1,0,0
32,1,C,0.077,0.092,0.082,0.109,31,1,F,High,20/01/2018,PC,16.0,3.0,3,17,,17,,A,0.11925,0.017685749,0.172307247,117,Lab,,,,,0,0,0,0.0,0,0,0,Non-Reproductive,-0.04225,-0.02725,-0.03725,-0.027625,-0.019625,-0.024125,-0.023791667,0.0,6.0,0,1,0,0,1,1,0,0,0
34,1,G,0.065,0.07,0.071,0.097,31,1,F,High,20/01/2018,PC,16.0,3.0,3,14,,14,,A,0.101375,0.013637527,0.142287581,114,Lab,,,,,0,0,0,0.0,0,0,0,Non-Reproductive,-0.036375,-0.031375,-0.030375,-0.023875,-0.006875,-0.013875,-0.014875,0.0,6.0,0,1,0,0,1,1,0,0,0
3,1,H,2.215,1.716,1.167,0.084,32,1,F,High,29/01/2018,SC,24.5,4.0,4,22,1,22,22,DA,0.085875,0.035686882,0.192935647,113,Lab,,,,,0,0,0,0.0,0,0,0,Non-Reproductive,2.129125,1.630125,1.081125,2.1059375,1.6349375,1.0769375,1.6059375,1.6059375,8.0,0,1,0,0,1,1,1,0,0
24,1,G,2.03,1.523,1.17,0.607,32,1,F,High,29/01/2018,SC,23.0,3.0,4,17,,17,17,D,0.5945,0.209919713,1.224259138,108,Lab,,,,,0,0,0,0.0,0,0,0,Non-Reproductive,1.4355,0.9285,0.5755,1.46625,0.95075,0.60125,1.006083333,0.0,7.0,0,1,0,0,1,1,1,0,0
27,1,E,1.754,1.277,0.838,0.09,32,1,F,High,29/01/2018,SC,26.5,,,35,14,35,35,DA,0.10875,0.015809129,0.156177388,126,Lab,,,,,0,0,0,0.0,0,0,0,Non-Reproductive,1.64525,1.16825,0.72925,1.657375,1.157875,0.736875,1.184041667,1.184041667,,0,1,0,0,1,1,1,0,0
11,1,C,0.663,0.398,0.23,0.062,33,1,F,High,29/01/2018,ST,19.5,3.0,4,14,,14,14,D,0.07225,0.010525479,0.103826438,105,Lab,,,,,0,0,0,0.0,0,0,0,Non-Reproductive,0.59075,0.32575,0.15775,0.591,0.334,0.1645,0.363166667,0.363166667,7.0,0,1,0,0,1,1,1,0,0
12,1,G,1.097,0.684,0.422,0.067,33,1,F,High,29/01/2018,ST,19.5,3.0,4,17,,17,17,D,0.067875,0.016383245,0.117024735,108,Lab,,,,,0,0,0,0.0,0,0,0,Non-Reproductive,1.029125,0.616125,0.354125,1.045,0.6205,0.3545,0.673333333,0.673333333,7.0,0,1,0,0,1,1,1,0,0
33,1,F,2.955,2.541,2.186,0.095,33,1,F,High,29/01/2018,ST,20.0,,,35,14,35,35,DD,0.10625,0.034656477,0.210219432,126,Lab,,,,,0,0,0,0.0,0,0,0,Non-Reproductive,2.84875,2.43475,2.07975,2.81475,2.44675,2.09625,2.452583333,2.452583333,,1,1,0,0,1,1,1,0,0
3,1,C,3.01,2.82,2.469,0.075,34,1,F,High,20/01/2018,SC,17.0,,,35,14,35,35,DA,0.085875,0.035686882,0.192935647,135,Lab,,,,,0,0,0,0.0,0,0,0,Non-Reproductive,2.924125,2.734125,2.383125,2.8254375,2.6719375,2.3279375,2.6084375,2.6084375,,0,1,0,0,1,1,1,0,0
12,1,F,2.118,1.616,1.146,0.058,34,1,F,High,20/01/2018,SC,16.5,3.0,3,14,,14,14,D,0.067875,0.016383245,0.117024735,114,Lab,,,,,0,0,0,0.0,0,0,0,Non-Reproductive,2.050125,1.548125,1.078125,2.0275,1.528,1.0795,1.545,1.545,6.0,0,1,0,0,1,1,1,0,0
36,1,D,2.033,1.634,1.06,0.102,34,1,F,High,20/01/2018,SC,16.5,3.0,3,17,,17,17,D,0.111875,0.026297406,0.190767219,117,Lab,,,,,0,0,0,0.0,0,0,0,Non-Reproductive,1.921125,1.522125,0.948125,1.895375,1.516875,0.951875,1.454708333,1.454708333,6.0,0,1,0,0,1,1,1,0,0
5,1,G,1.978,1.491,1.037,0.059,35,1,F,High,18/02/2018,ST,16.5,3.0,3,14,,14,14,D,0.0635,0.006824326,0.083972979,85,Lab,,,,,0,0,0,0.0,0,0,0,Non-Reproductive,1.9145,1.4275,0.9735,1.875375,1.429875,0.983875,1.429708333,1.429708333,6.0,0,1,0,0,1,1,1,0,0
11,1,F,2.326,1.84,1.292,0.063,35,1,F,High,18/02/2018,ST,16.0,3.0,3,22,1,22,22,DD,0.07225,0.010525479,0.103826438,93,Lab,,,,,0,0,0,0.0,0,0,0,Non-Reproductive,2.25375,1.76775,1.21975,2.2135,1.688,1.2135,1.705,1.705,6.0,1,1,0,0,1,1,1,0,0
25,1,C,1.77,1.237,0.79,0.105,35,1,F,High,18/02/2018,ST,16.5,3.0,3,17,,17,17,D,0.10875,0.014801062,0.153153185,88,Lab,,,,,0,0,0,0.0,0,0,0,Non-Reproductive,1.66125,1.12825,0.68125,1.67725,1.16825,0.70325,1.182916667,1.182916667,6.0,0,1,0,0,1,1,1,0,0
34,1,C,3.082,3.013,2.896,0.099,35,1,F,High,18/02/2018,ST,16.5,,,35,14,35,35,DD,0.101375,0.013637527,0.142287581,106,Lab,,,,,0,0,0,0.0,0,0,0,Non-Reproductive,2.980625,2.911625,2.794625,3.027625,2.844625,2.825125,2.899125,2.899125,,1,1,0,0,1,1,1,0,0
9,1,C,1.823,1.369,0.929,0.064,36,1,F,High,18/02/2018,PC,18.5,,,35,14,14,14,AD,0.076625,0.012129509,0.113013528,106,Lab,,,,,0,0,0,0.0,0,0,0,Non-Reproductive,1.746375,1.292375,0.852375,1.708875,1.260375,0.842875,1.270708333,1.270708333,,0,1,0,0,1,1,1,0,0
18,1,F,0.064,0.055,0.053,0.071,36,1,F,High,18/02/2018,PC,18.5,3.0,3,14,,14,,A,0.075375,0.00526274,0.091163219,85,Lab,,,,,0,0,0,0.0,0,0,0,Non-Reproductive,-0.011375,-0.020375,-0.022375,-0.008,-0.017,-0.019,-0.014666667,0.0,6.0,0,1,0,0,1,1,0,0,0
21,1,G,0.066,0.067,0.076,0.084,36,1,F,High,18/02/2018,PC,17.0,3.0,4,22,1,1,1,AD,0.0935,0.007230886,0.115192658,93,Lab,,,,,0,0,0,0.0,0,0,0,Non-Reproductive,-0.0275,-0.0265,-0.0175,-0.01725,-0.01725,-0.00825,-0.01425,0.0,7.0,0,1,0,0,1,1,1,0,0
2,1,F,0.055,0.059,0.051,0.067,37,2,M,Low,19/02/2018,PC,26.0,,,22,1,1,1,AD,0.069,0.007309485,0.090928455,94,Lab,,,,,0,0,0,0.0,0,0,0,Non-Reproductive,-0.014,-0.01,-0.018,-0.011875,-0.006875,-0.015375,-0.011375,0.0,,0,0,1,0,1,1,1,0,0
6,1,G,0.061,0.073,0.065,0.068,37,2,M,Low,19/02/2018,PC,28.0,4.0,5,14,,14,,A,0.063875,0.007548652,0.086520955,86,Lab,,,,,0,0,0,0.0,0,0,0,Non-Reproductive,-0.002875,0.009125,0.001125,0.01075,0.01225,0.00575,0.009583333,0.0,9.0,0,0,1,0,1,1,0,0,0
13,1,E,0.627,0.38,0.229,0.074,37,2,M,Low,19/02/2018,PC,27.0,,,35,14,14,14,AD,0.0785,0.005154748,0.093964244,107,Lab,,,,,0,0,0,0.0,0,0,0,Non-Reproductive,0.5485,0.3015,0.1505,0.5474375,0.3144375,0.1549375,0.3389375,0.3389375,,0,0,1,0,1,1,1,0,0
6,1,F,1.662,1.207,0.812,0.061,38,2,M,Low,19/02/2018,ST,26.0,3.0,5,14,,14,14,D,0.063875,0.007548652,0.086520955,86,Lab,,,,,0,0,0,0.0,0,0,0,Non-Reproductive,1.598125,1.143125,0.748125,1.61325,1.16525,0.75475,1.17775,1.17775,8.0,0,0,1,0,1,1,1,0,0
17,1,G,2.793,2.566,2.211,0.065,38,2,M,Low,19/02/2018,ST,25.5,3.0,5,22,1,22,22,DD,0.071125,0.00653425,0.090727751,94,Lab,,,,,0,0,0,0.0,0,0,0,Non-Reproductive,2.721875,2.494875,2.139875,2.7528125,2.5278125,2.1658125,2.482145833,2.482145833,8.0,1,0,1,0,1,1,1,0,0
19,1,H,3.294,3.015,3.037,0.146,38,2,M,Low,19/02/2018,ST,29.0,,,35,14,35,35,DD,0.120375,0.011500776,0.154877329,107,Lab,,,,,0,0,0,0.0,0,0,0,Non-Reproductive,3.173625,2.894625,2.916625,3.1805625,2.9045625,2.8560625,2.980395833,2.980395833,,1,0,1,0,1,1,1,0,0
32,1,G,2.14,1.605,1.139,0.115,38,2,M,Low,19/02/2018,ST,26.0,3.0,5,17,,17,17,D,0.11925,0.017685749,0.172307247,89,Lab,,,,,0,0,0,0.0,0,0,0,Non-Reproductive,2.02075,1.48575,1.01975,2.039375,1.525875,1.041875,1.535708333,1.535708333,8.0,0,0,1,0,1,1,1,0,0
8,1,H,2.746,2.562,2.128,0.059,39,2,M,Low,19/02/2018,SC,29.0,,,35,14,35,35,DA,0.06375,0.005650537,0.080701612,107,Lab,,,,,0,0,0,0.0,0,0,0,Non-Reproductive,2.68225,2.49825,2.06425,2.66825,2.46375,2.06575,2.39925,2.39925,,0,0,1,0,1,1,1,0,0
15,1,G,2.526,2.128,1.681,0.088,39,2,M,Low,19/02/2018,SC,30.0,3.0,4,22,1,22,22,DA,0.1055,0.037496667,0.21799,94,Lab,,,,,0,0,0,0.0,0,0,0,Non-Reproductive,2.4205,2.0225,1.5755,2.44475,2.04375,1.61775,2.035416667,2.035416667,7.0,0,0,1,0,1,1,1,0,0
29,1,C,0.869,0.557,0.355,0.094,39,2,M,Low,19/02/2018,SC,28.5,3.0,5,14,,14,14,D,0.110375,0.028218219,0.195029656,86,Lab,,,,,0,0,0,0.0,0,0,0,Non-Reproductive,0.758625,0.446625,0.244625,0.786375,0.459875,0.257875,0.501375,0.501375,8.0,0,0,1,0,1,1,1,0,0
8,1,E,2.7,2.353,2.084,0.071,40,2,M,Low,19/02/2018,SC,24.5,,,35,14,35,35,DA,0.06375,0.005650537,0.080701612,107,Lab,,,,,0,0,0,0.0,0,0,0,Non-Reproductive,2.63625,2.28925,2.02025,2.61425,2.32625,1.94075,2.29375,2.29375,,0,0,1,0,1,1,1,0,0
26,1,H,2.415,1.796,1.241,0.186,40,2,M,Low,19/02/2018,SC,23.0,4.0,4,17,,17,17,D,0.125125,0.026835145,0.205630435,89,Lab,,,,,0,0,0,0.0,0,0,0,Non-Reproductive,2.289875,1.670875,1.115875,2.3075625,1.7235625,1.1460625,1.725729167,1.725729167,8.0,0,0,1,0,1,1,1,0,0
30,1,C,2.654,2.223,1.834,0.103,40,2,M,Low,19/02/2018,SC,22.5,3.0,4,22,1,22,22,DA,0.090375,0.018376518,0.145504555,94,Lab,,,,,0,0,0,0.0,0,0,0,Non-Reproductive,2.563625,2.132625,1.743625,2.582,2.1735,1.7335,2.163,2.163,7.0,0,0,1,0,1,1,1,0,0
31,1,C,1.504,1.088,0.691,0.105,40,2,M,Low,19/02/2018,SC,23.0,4.0,4,14,,14,14,D,0.09675,0.026537036,0.176361108,86,Lab,,,,,0,0,0,0.0,0,0,0,Non-Reproductive,1.40725,0.99125,0.59425,1.43,1.0095,0.627,1.022166667,1.022166667,8.0,0,0,1,0,1,1,1,0,0
3,1,E,1.579,1.041,0.615,0.07,41,2,M,Low,19/01/2018,ST,25.5,4.0,4,14,,14,14,D,0.085875,0.035686882,0.192935647,117,Lab,,,,,0,0,0,0.0,0,0,0,Non-Reproductive,1.493125,0.955125,0.529125,1.4749375,0.9539375,0.5309375,0.986604167,0.986604167,8.0,0,0,1,0,1,1,1,0,0
26,1,E,0.319,2.307,1.665,0.103,41,2,M,Low,19/01/2018,ST,25.5,4.0,4,17,,17,17,D,0.125125,0.026835145,0.205630435,120,Lab,,,,,0,0,0,0.0,0,0,0,Non-Reproductive,0.193875,2.181875,1.539875,0.1875625,2.1480625,1.5685625,1.301395833,1.301395833,8.0,0,0,1,0,1,1,1,0,0
34,1,F,3.031,2.961,2.796,0.102,41,2,M,Low,19/01/2018,ST,27.0,,,35,14,35,35,DD,0.101375,0.013637527,0.142287581,138,Lab,,,,,0,0,0,0.0,0,0,0,Non-Reproductive,2.929625,2.859625,2.694625,2.932125,2.871625,2.726125,2.843291667,2.843291667,,1,0,1,0,1,1,1,0,0
2,1,E,0.053,0.058,0.053,0.064,42,2,M,Low,19/01/2018,PC,22.0,3.0,4,17,,17,,A,0.069,0.007309485,0.090928455,120,Lab,,,,,0,0,0,0.0,0,0,0,Non-Reproductive,-0.016,-0.011,-0.016,-0.013375,-0.009375,-0.012375,-0.011708333,0.0,7.0,0,0,1,0,1,1,0,0,0
11,1,E,1.737,1.183,0.71,0.067,42,2,M,Low,19/01/2018,PC,22.5,,,35,14,14,14,AD,0.07225,0.010525479,0.103826438,138,Lab,,,,,0,0,0,0.0,0,0,0,Non-Reproductive,1.66475,1.11075,0.63775,1.597,1.085,0.6205,1.100833333,1.100833333,,0,0,1,0,1,1,1,0,0
12,1,C,0.057,0.048,0.051,0.073,42,2,M,Low,19/01/2018,PC,21.5,3.0,4,22,1,1,1,AD,0.067875,0.016383245,0.117024735,125,Lab,,,,,0,0,0,0.0,0,0,0,Non-Reproductive,-0.010875,-0.019875,-0.016875,-0.0095,-0.0205,-0.0165,-0.0155,0.0,7.0,0,0,1,0,1,1,1,0,0
36,1,C,0.07,0.09,0.07,0.165,42,2,M,Low,19/01/2018,PC,22.0,3.0,4,14,,14,,A,0.111875,0.026297406,0.190767219,117,Lab,,,,,0,0,0,0.0,0,0,0,Non-Reproductive,-0.041875,-0.021875,-0.041875,-0.027625,-0.014625,-0.028625,-0.023625,0.0,7.0,0,0,1,0,1,1,0,0,0
28,1,D,1.255,0.842,0.543,0.114,43,2,M,Low,19/01/2018,SC,21.5,4.0,4,14,,14,14,D,0.11625,0.01454795,0.159893851,117,Lab,,,,,0,0,0,0.0,0,0,0,Non-Reproductive,1.13875,0.72575,0.42675,1.158,0.7495,0.436,0.781166667,0.781166667,8.0,0,0,1,0,1,1,1,0,0
31,1,H,2.445,2.2,1.798,0.085,43,2,M,Low,19/01/2018,SC,21.5,3.0,4,22,1,22,22,DA,0.09675,0.026537036,0.176361108,125,Lab,,,,,0,0,0,0.0,0,0,0,Non-Reproductive,2.34825,2.10325,1.70125,2.38,2.079,1.72,2.059666667,2.059666667,7.0,0,0,1,0,1,1,1,0,0
37,1,H,2.763,2.375,1.885,0.118,43,2,M,Low,19/01/2018,SC,23.0,,,35,14,35,35,DA,0.107375,0.037450682,0.219727046,138,Lab,,,,,0,0,0,0.0,0,0,0,Non-Reproductive,2.655625,2.267625,1.777625,2.6456875,2.2241875,1.8056875,2.2251875,2.2251875,,0,0,1,0,1,1,1,0,0
2,1,C,2.522,2.22,1.816,0.084,44,2,M,Low,19/01/2018,ST,22.5,3.0,4,22,1,22,22,DD,0.069,0.007309485,0.090928455,125,Lab,,,,,0,0,0,0.0,0,0,0,Non-Reproductive,2.453,2.151,1.747,2.446125,2.116125,1.753125,2.105125,2.105125,7.0,1,0,1,0,1,1,1,0,0
7,1,G,2.766,2.679,2.445,0.071,44,2,M,Low,19/01/2018,ST,23.0,,,35,14,35,35,DD,0.070125,0.006174545,0.088648634,138,Lab,,,,,0,0,0,0.0,0,0,0,Non-Reproductive,2.695875,2.608875,2.374875,2.746625,2.630625,2.383625,2.586958333,2.586958333,,1,0,1,0,1,1,1,0,0
14,1,C,2.064,1.616,1.213,0.068,44,2,M,Low,19/01/2018,ST,22.5,3.0,4,17,,17,17,D,0.071,0.005554921,0.087664762,120,Lab,,,,,0,0,0,0.0,0,0,0,Non-Reproductive,1.993,1.545,1.142,2.011625,1.547125,1.145125,1.567958333,1.567958333,7.0,0,0,1,0,1,1,1,0,0
21,1,F,0.069,0.086,0.077,0.091,45,2,M,Low,07/03/2018,PC,21.5,,,22,1,1,1,AD,0.0935,0.007230886,0.115192658,78,Lab,,,,,0,0,0,0.0,0,0,0,Non-Reproductive,-0.0245,-0.0075,-0.0165,-0.01675,-0.01875,-0.00575,-0.01375,0.0,,0,0,1,0,1,1,1,0,0
28,1,C,1.641,1.184,0.77,0.121,45,2,M,Low,07/03/2018,PC,21.5,,,35,14,14,14,AD,0.11625,0.01454795,0.159893851,91,Lab,,,,,0,0,0,0.0,0,0,0,Non-Reproductive,1.52475,1.06775,0.65375,1.5705,1.088,0.6745,1.111,1.111,,0,0,1,0,1,1,1,0,0
5,1,D,0.901,0.642,0.361,0.061,46,2,M,High,07/03/2018,PC,21.5,,,35,14,14,14,AD,0.0635,0.006824326,0.083972979,91,Lab,,,,,0,0,0,0.0,0,0,0,Non-Reproductive,0.8375,0.5785,0.2975,0.777375,0.520875,0.281375,0.526541667,0.526541667,,0,1,1,0,1,1,1,0,0
11,1,H,2.574,2.14,1.731,0.078,47,2,M,High,07/03/2018,SC,27.0,,,35,14,35,35,DA,0.07225,0.010525479,0.103826438,91,Lab,,,,,0,0,0,0.0,0,0,0,Non-Reproductive,2.50175,2.06775,1.65875,2.474,2.1145,1.686,2.0915,2.0915,,0,1,1,0,1,1,1,0,0
29,1,F,1.911,1.423,0.943,0.164,47,2,M,High,07/03/2018,SC,23.5,3.0,5,22,1,22,22,DA,0.110375,0.028218219,0.195029656,78,Lab,,,,,0,0,0,0.0,0,0,0,Non-Reproductive,1.800625,1.312625,0.832625,1.895375,1.376375,0.886375,1.386041667,1.386041667,8.0,0,1,1,0,1,1,1,0,0
21,1,E,2.793,2.58,2.067,0.085,48,2,M,High,27/02/2018,ST,26.0,,,35,14,35,35,DD,0.0935,0.007230886,0.115192658,99,Lab,,,,,0,0,0,0.0,0,0,0,Non-Reproductive,2.6995,2.4865,1.9735,2.77125,2.49075,2.01875,2.426916667,2.426916667,,1,1,1,0,1,1,1,0,0
30,1,D,1.358,0.882,0.53,0.088,48,2,M,High,27/02/2018,ST,23.0,3.0,4,14,,14,14,D,0.090375,0.018376518,0.145504555,78,Lab,,,,,0,0,0,0.0,0,0,0,Non-Reproductive,1.267625,0.791625,0.439625,1.288,0.804,0.4325,0.8415,0.8415,7.0,0,1,1,0,1,1,1,0,0
32,1,H,1.374,0.885,0.53,0.149,48,2,M,High,27/02/2018,ST,23.0,3.0,4,17,,17,17,D,0.11925,0.017685749,0.172307247,81,Lab,,,,,0,0,0,0.0,0,0,0,Non-Reproductive,1.25475,0.76575,0.41075,1.277875,0.780875,0.428375,0.829041667,0.829041667,7.0,0,1,1,0,1,1,1,0,0
6,1,H,2.036,1.58,1.102,0.08,49,2,M,High,27/02/2018,PC,21.0,,,35,14,14,14,AD,0.063875,0.007548652,0.086520955,99,Lab,,,,,0,0,0,0.0,0,0,0,Non-Reproductive,1.972125,1.516125,1.038125,1.97425,1.53075,1.05575,1.52025,1.52025,,0,1,1,0,1,1,1,0,0
14,1,D,0.057,0.056,0.062,0.073,49,2,M,High,27/02/2018,PC,21.5,3.0,4,22,1,1,1,AD,0.071,0.005554921,0.087664762,86,Lab,,,,,0,0,0,0.0,0,0,0,Non-Reproductive,-0.014,-0.015,-0.009,-0.012375,-0.014375,-0.004375,-0.010375,0.0,7.0,0,1,1,0,1,1,1,0,0
24,1,C,0.437,0.404,0.383,0.491,49,2,M,High,27/02/2018,PC,21.5,3.0,4,14,,14,,A,0.5945,0.209919713,1.224259138,78,Lab,,,,,0,0,0,0.0,0,0,0,Non-Reproductive,-0.1575,-0.1905,-0.2115,-0.13925,-0.18575,-0.20575,-0.176916667,0.0,7.0,0,1,1,0,1,1,0,0,0
33,1,E,0.407,0.228,0.158,0.086,49,2,M,High,27/02/2018,PC,21.0,,,35,14,14,14,AD,0.10625,0.034656477,0.210219432,99,Lab,,,,,0,0,0,0.0,0,0,0,Non-Reproductive,0.30075,0.12175,0.05175,0.29425,0.13275,0.05425,0.160416667,0.0,,0,1,1,0,1,1,1,0,0
13,1,G,1.415,0.986,0.609,0.078,50,2,M,High,18/02/2018,SC,26.0,3.0,4,14,,14,14,D,0.0785,0.005154748,0.093964244,87,Lab,,,,,0,0,0,0.0,0,0,0,Non-Reproductive,1.3365,0.9075,0.5305,1.3609375,0.9304375,0.5464375,0.9459375,0.9459375,7.0,0,1,1,0,1,1,1,0,0
14,1,G,2.685,2.429,2.066,0.065,50,2,M,High,18/02/2018,SC,29.5,,,35,14,35,35,DA,0.071,0.005554921,0.087664762,108,Lab,,,,,0,0,0,0.0,0,0,0,Non-Reproductive,2.614,2.358,1.995,2.644125,2.397625,1.980625,2.340791667,2.340791667,,0,1,1,0,1,1,1,0,0
20,1,F,2.303,1.998,1.46,0.09,50,2,M,High,18/02/2018,SC,26.0,3.0,4,22,1,22,22,DA,0.12075,0.053742109,0.281976327,95,Lab,,,,,0,0,0,0.0,0,0,0,Non-Reproductive,2.18225,1.87725,1.33925,2.2148125,1.9033125,1.3458125,1.8213125,1.8213125,7.0,0,1,1,0,1,1,1,0,0
10,1,C,2.733,2.553,2.223,0.067,51,2,M,High,18/02/2018,ST,20.5,3.0,4,22,1,22,22,DD,0.07225,0.006341473,0.09127442,95,Lab,,,,,0,0,0,0.0,0,0,0,Non-Reproductive,2.66075,2.48075,2.15075,2.66275,2.48575,2.16375,2.437416667,2.437416667,7.0,1,1,1,0,1,1,1,0,0
15,1,C,2.252,1.805,1.286,0.076,51,2,M,High,18/02/2018,ST,20.0,3.0,4,17,,17,17,D,0.1055,0.037496667,0.21799,90,Lab,,,,,0,0,0,0.0,0,0,0,Non-Reproductive,2.1465,1.6995,1.1805,2.13825,1.70475,1.19325,1.67875,1.67875,7.0,0,1,1,0,1,1,1,0,0
36,1,F,1.724,1.207,0.789,0.1,51,2,M,High,18/02/2018,ST,20.0,3.0,4,14,,14,14,D,0.111875,0.026297406,0.190767219,87,Lab,,,,,0,0,0,0.0,0,0,0,Non-Reproductive,1.612125,1.095125,0.677125,1.662875,1.132375,0.711375,1.168875,1.168875,7.0,0,1,1,0,1,1,1,0,0
37,1,F,3.042,2.94,2.579,0.194,51,2,M,High,18/02/2018,ST,20.5,,,35,14,35,35,DD,0.107375,0.037450682,0.219727046,108,Lab,,,,,0,0,0,0.0,0,0,0,Non-Reproductive,2.934625,2.832625,2.471625,2.9316875,2.8561875,2.5451875,2.7776875,2.7776875,,1,1,1,0,1,1,1,0,0
4,1,H,0.628,0.379,0.224,0.089,52,2,M,High,21/01/2018,SC,35.0,4.0,5,14,,14,14,D,0.0685,0.01011364,0.09884092,115,Lab,,,,,0,0,0,0.0,0,0,0,Non-Reproductive,0.5595,0.3105,0.1555,0.5653125,0.3033125,0.1568125,0.3418125,0.3418125,9.0,0,1,1,0,1,1,1,0,0
14,1,F,0.76,0.432,0.268,0.072,52,2,M,High,21/01/2018,SC,35.0,4.0,5,17,,17,17,D,0.071,0.005554921,0.087664762,118,Lab,,,,,0,0,0,0.0,0,0,0,Non-Reproductive,0.689,0.361,0.197,0.706625,0.369125,0.202125,0.425958333,0.425958333,9.0,0,1,1,0,1,1,1,0,0
20,1,E,0.687,0.428,0.266,0.089,52,2,M,High,21/01/2018,SC,34.5,5.0,5,22,1,22,22,DA,0.12075,0.053742109,0.281976327,123,Lab,,,,,0,0,0,0.0,0,0,0,Non-Reproductive,0.56625,0.30725,0.14525,0.5828125,0.3243125,0.1563125,0.354479167,0.354479167,10.0,0,1,1,0,1,1,1,0,0
17,1,E,0.848,0.583,0.302,0.074,53,2,M,High,21/01/2018,ST,25.0,4.0,5,14,,14,14,D,0.071125,0.00653425,0.090727751,115,Lab,,,,,0,0,0,0.0,0,0,0,Non-Reproductive,0.776875,0.511875,0.230875,0.7738125,0.4768125,0.2328125,0.494479167,0.494479167,9.0,0,1,1,0,1,1,1,0,0
36,1,G,2.336,1.825,1.253,0.089,53,2,M,High,21/01/2018,ST,21.5,,,35,14,35,35,DD,0.111875,0.026297406,0.190767219,136,Lab,,,,,0,0,0,0.0,0,0,0,Non-Reproductive,2.224125,1.713125,1.141125,2.235875,1.749875,1.124375,1.703375,1.703375,,1,1,1,0,1,1,1,0,0
23,1,F,0.371,0.323,0.343,0.349,54,2,M,High,21/01/2018,PC,37.0,4.0,5,22,1,1,1,AD,0.4355,0.13659429,0.845282869,123,Lab,,,,,0,0,0,0.0,0,0,0,Non-Reproductive,-0.0645,-0.1125,-0.0925,-0.0543125,-0.0908125,-0.0658125,-0.0703125,0.0,9.0,0,1,1,0,1,1,1,0,0
6,1,E,2.948,2.792,2.533,0.058,55,2,F,Low,27/02/2018,ST,17.0,,,35,14,35,35,DD,0.063875,0.007548652,0.086520955,99,Lab,,,,,0,0,0,0.0,0,0,0,Non-Reproductive,2.884125,2.728125,2.469125,2.92775,2.73725,2.50125,2.722083333,2.722083333,,1,0,0,0,1,1,1,0,0
8,1,G,1.959,1.51,1.055,0.058,55,2,F,Low,27/02/2018,ST,16.0,2.0,4,22,1,22,22,DD,0.06375,0.005650537,0.080701612,86,Lab,,,,,0,0,0,0.0,0,0,0,Non-Reproductive,1.89525,1.44625,0.99125,1.88525,1.47375,0.99325,1.45075,1.45075,6.0,1,0,0,0,1,1,1,0,0
13,1,H,1.682,1.168,0.753,0.078,55,2,F,Low,27/02/2018,ST,16.0,3.0,4,14,,14,14,D,0.0785,0.005154748,0.093964244,78,Lab,,,,,0,0,0,0.0,0,0,0,Non-Reproductive,1.6035,1.0895,0.6745,1.6324375,1.1019375,0.6919375,1.142104167,1.142104167,7.0,0,0,0,0,1,1,1,0,0
